,round_epochs,val_loss,val_acc,val_fmeasure_acc,loss,acc,fmeasure_acc,first_neuron,activation,optimizer,losses,hidden_layers,batch_size,epochs,dropout,kernel_initializer,lr,last_activation,
385,50,0.6977529634128917,0.2909090938893231,0.44729338721795514,0.6981381940841674,0.44000000119209287,0.3201733446121216,8,<function sigmoid at 0x7faf18dfb840>,<class 'keras.optimizers.Adam'>,<function binary_crossentropy at 0x7faf18e49840>,1,20,50,0.1,normal,0.001,sigmoid,385
386,25,0.6869261481545188,0.709090921011838,0.20129867575385355,0.6833564615249634,0.8320000028610229,0.2195555341243744,4,<function relu at 0x7faf18dfb730>,<class 'keras.optimizers.Adam'>,<function binary_crossentropy at 0x7faf18e49840>,1,10,25,0.1,uniform,0.1,sigmoid,386
387,4,0.7065436406569048,0.2909090938893231,0.44729338721795514,0.7142753577232361,0.16800000429153442,0.2809771966934204,8,<function sigmoid at 0x7faf18dfb840>,<class 'keras.optimizers.Nadam'>,<function binary_crossentropy at 0x7faf18e49840>,1,20,4,0.0,normal,0.001,sigmoid,387
388,10,0.6931330236521634,0.5454545508731495,0.45501766963438556,0.692685785293579,0.624000004529953,0.22552379131317138,8,<function relu at 0x7faf18dfb730>,<class 'keras.optimizers.Adam'>,<function binary_crossentropy at 0x7faf18e49840>,2,10,10,0.0,normal,0.001,sigmoid,388
389,10,0.6934074705297296,0.41818183118646796,0.44272390549833124,0.6933996987342834,0.4239999985694885,0.26848915934562684,8,<function relu at 0x7faf18dfb730>,<class 'keras.optimizers.Adam'>,<function binary_crossentropy at 0x7faf18e49840>,1,20,10,0.1,uniform,0.01,sigmoid,389
390,10,0.6882019584829157,0.7090908993374218,0.4090908874164928,0.6846623086929321,0.8320000100135804,0.15199998140335083,32,<function relu at 0x7faf18dfb730>,<class 'keras.optimizers.Nadam'>,<function binary_crossentropy at 0x7faf18e49840>,1,20,10,0.0,uniform,0.1,sigmoid,390
391,25,0.6931233406066895,0.5090909193862568,0.34188776124607434,0.6923872423171997,0.6160000085830688,0.3258976060152054,16,<function relu at 0x7faf18dfb730>,<class 'keras.optimizers.Adam'>,<function binary_crossentropy at 0x7faf18e49840>,2,30,25,0.1,normal,0.01,sigmoid,391
392,25,0.6927731795744463,0.7090909101746299,0.21212119405919855,0.692538914680481,0.7600000047683716,0.20799997806549073,8,<function relu at 0x7faf18dfb730>,<class 'keras.optimizers.Adam'>,<function binary_crossentropy at 0x7faf18e49840>,1,10,25,0.2,uniform,0.001,sigmoid,392
393,4,0.7099303928288546,0.2909090938893231,0.43722939220341767,0.719217233657837,0.1840000033378601,0.276829799413681,16,<function sigmoid at 0x7faf18dfb840>,<class 'keras.optimizers.Nadam'>,<function binary_crossentropy at 0x7faf18e49840>,0,10,4,0.1,normal,0.01,sigmoid,393
394,4,0.6814463626254689,0.7090908993374218,0.0,0.6730173540115356,0.84,0.05333332538604736,8,<function sigmoid at 0x7faf18dfb840>,<class 'keras.optimizers.Adam'>,<function binary_crossentropy at 0x7faf18e49840>,2,20,4,0.2,uniform,0.01,sigmoid,394
395,4,0.6930217634547841,0.6727272922342474,0.41401775587688794,0.6931853818893433,0.5280000066757202,0.22265198945999146,4,<function relu at 0x7faf18dfb730>,<class 'keras.optimizers.Nadam'>,<function binary_crossentropy at 0x7faf18e49840>,1,20,4,0.2,uniform,0.01,sigmoid,395
396,25,0.6763138500126925,0.7090908993374218,0.0,0.6667938303947448,0.84,0.045714282989501955,8,<function sigmoid at 0x7faf18dfb840>,<class 'keras.optimizers.Nadam'>,<function binary_crossentropy at 0x7faf18e49840>,1,20,25,0.1,normal,0.01,sigmoid,396
397,50,0.6909314014694907,0.7454545497894287,0.28571426597508515,0.6894027662277221,0.8399999976158142,0.3182222044467926,32,<function relu at 0x7faf18dfb730>,<class 'keras.optimizers.Adam'>,<function binary_crossentropy at 0x7faf18e49840>,2,10,50,0.0,uniform,0.01,sigmoid,397
398,4,0.6942747452042319,0.2909090965986252,0.3518299541690133,0.6953647875785828,0.27200000643730166,0.2741289532184601,16,<function relu at 0x7faf18dfb730>,<class 'keras.optimizers.Nadam'>,<function binary_crossentropy at 0x7faf18e49840>,1,10,4,0.1,normal,0.001,sigmoid,398
399,4,0.6816887313669379,0.709090921011838,0.0,0.6738243341445923,0.8320000028610229,0.0,4,<function sigmoid at 0x7faf18dfb840>,<class 'keras.optimizers.Adam'>,<function binary_crossentropy at 0x7faf18e49840>,2,30,4,0.1,uniform,0.001,sigmoid,399
400,10,0.6932101628997109,0.4181818257678639,0.400367257269946,0.6932518601417541,0.4640000104904175,0.27682536721229556,8,<function relu at 0x7faf18dfb730>,<class 'keras.optimizers.Adam'>,<function binary_crossentropy at 0x7faf18e49840>,1,30,10,0.0,uniform,0.01,sigmoid,400
401,10,0.6931638609279286,0.6000000238418579,0.4202019789002158,0.6929491782188415,0.6799999886751175,0.25584612965583803,4,<function relu at 0x7faf18dfb730>,<class 'keras.optimizers.Nadam'>,<function binary_crossentropy at 0x7faf18e49840>,1,30,10,0.0,uniform,0.01,sigmoid,401
402,25,0.6809970248829235,0.709090921011838,0.0,0.6735019445419311,0.8399999904632568,0.14666665315628052,8,<function sigmoid at 0x7faf18dfb840>,<class 'keras.optimizers.Nadam'>,<function binary_crossentropy at 0x7faf18e49840>,1,10,25,0.1,normal,0.01,sigmoid,402
403,10,0.692957959391854,0.7090908993374218,0.0,0.6927736663818359,0.8320000076293945,0.0,4,<function relu at 0x7faf18dfb730>,<class 'keras.optimizers.Adam'>,<function binary_crossentropy at 0x7faf18e49840>,1,20,10,0.0,uniform,0.001,sigmoid,403
404,25,0.6885961456732317,0.709090921011838,0.0,0.6854865336418152,0.8400000023841858,0.02666666269302368,4,<function sigmoid at 0x7faf18dfb840>,<class 'keras.optimizers.Adam'>,<function binary_crossentropy at 0x7faf18e49840>,1,10,25,0.1,normal,0.001,sigmoid,404
405,4,0.6930946599353444,0.5272727391936562,0.23863632570613513,0.6930466175079346,0.5120000064373016,0.18971426367759706,8,<function relu at 0x7faf18dfb730>,<class 'keras.optimizers.Adam'>,<function binary_crossentropy at 0x7faf18e49840>,1,30,4,0.0,uniform,0.01,sigmoid,405
406,50,0.6938708803870461,0.2909090938893231,0.43722939220341767,0.6939074277877808,0.34400000631809236,0.31648482084274293,4,<function sigmoid at 0x7faf18dfb840>,<class 'keras.optimizers.Adam'>,<function binary_crossentropy at 0x7faf18e49840>,1,10,50,0.1,uniform,0.001,sigmoid,406
407,10,0.6992893977598711,0.2909090952439742,0.4500506980852647,0.7029575872421264,0.1680000078678131,0.2855410897731781,4,<function sigmoid at 0x7faf18dfb840>,<class 'keras.optimizers.Adam'>,<function binary_crossentropy at 0x7faf18e49840>,1,30,10,0.0,normal,0.001,sigmoid,407
408,4,0.6925986571745439,0.6000000021674416,0.38440965522419324,0.6919393277168274,0.6479999947547913,0.2683635950088501,16,<function relu at 0x7faf18dfb730>,<class 'keras.optimizers.Adam'>,<function binary_crossentropy at 0x7faf18e49840>,1,20,4,0.2,normal,0.1,sigmoid,408
409,50,0.7060508565469221,0.2909090952439742,0.4500506980852647,0.7118835878372193,0.1760000044107437,0.28856019854545595,8,<function sigmoid at 0x7faf18dfb840>,<class 'keras.optimizers.Nadam'>,<function binary_crossentropy at 0x7faf18e49840>,0,30,50,0.2,uniform,0.01,sigmoid,409
410,25,0.6916790875521573,0.7272727435285394,0.5028859566558491,0.691216390132904,0.8320000004768372,0.2665627384185791,4,<function sigmoid at 0x7faf18dfb840>,<class 'keras.optimizers.Adam'>,<function binary_crossentropy at 0x7faf18e49840>,2,10,25,0.0,normal,0.01,sigmoid,410
411,10,0.667027088728818,0.709090921011838,0.24819619818167252,0.6524653768539429,0.8320000100135804,0.29589213609695436,32,<function sigmoid at 0x7faf18dfb840>,<class 'keras.optimizers.Nadam'>,<function binary_crossentropy at 0x7faf18e49840>,1,30,10,0.0,normal,0.1,sigmoid,411
412,25,0.6918990395285867,0.6545454588803378,0.41099301793358545,0.6911850214004517,0.6640000033378601,0.21599998474121093,32,<function relu at 0x7faf18dfb730>,<class 'keras.optimizers.Adam'>,<function binary_crossentropy at 0x7faf18e49840>,2,10,25,0.1,normal,0.01,sigmoid,412
413,4,0.6671048944646661,0.709090921011838,0.0,0.649549560546875,0.8320000028610229,0.0,16,<function sigmoid at 0x7faf18dfb840>,<class 'keras.optimizers.Adam'>,<function binary_crossentropy at 0x7faf18e49840>,2,30,4,0.2,uniform,0.001,sigmoid,413
414,50,0.6872089017521251,0.709090921011838,0.38528134606101294,0.6836062574386597,0.8320000100135804,0.18051280260086058,4,<function relu at 0x7faf18dfb730>,<class 'keras.optimizers.Adam'>,<function binary_crossentropy at 0x7faf18e49840>,0,30,50,0.0,uniform,0.1,sigmoid,414
415,25,0.6667311625047163,0.7090908993374218,0.0,0.6505644154548645,0.8320000219345093,0.0,8,<function sigmoid at 0x7faf18dfb840>,<class 'keras.optimizers.Adam'>,<function binary_crossentropy at 0x7faf18e49840>,1,20,25,0.1,uniform,0.1,sigmoid,415
416,4,0.6718218489126726,0.7090908993374218,0.0,0.6584490180015564,0.8400000023841858,0.06399999141693115,16,<function sigmoid at 0x7faf18dfb840>,<class 'keras.optimizers.Adam'>,<function binary_crossentropy at 0x7faf18e49840>,2,20,4,0.1,normal,0.01,sigmoid,416
417,50,0.6456584388559515,0.7090908993374218,0.0,0.6119857692718506,0.8320000123977661,0.0,8,<function sigmoid at 0x7faf18dfb840>,<class 'keras.optimizers.Adam'>,<function binary_crossentropy at 0x7faf18e49840>,1,20,50,0.0,normal,0.1,sigmoid,417
418,25,0.692301712252877,0.7454545497894287,0.353246732191606,0.6917408370971679,0.8320000100135804,0.2957788491249084,4,<function relu at 0x7faf18dfb730>,<class 'keras.optimizers.Nadam'>,<function binary_crossentropy at 0x7faf18e49840>,0,20,25,0.0,normal,0.01,sigmoid,418
419,50,0.6922136057506908,0.7272727489471436,0.31818176128647546,0.6914043617248535,0.8320000028610229,0.2894944667816162,8,<function relu at 0x7faf18dfb730>,<class 'keras.optimizers.Adam'>,<function binary_crossentropy at 0x7faf18e49840>,2,30,50,0.0,normal,0.01,sigmoid,419
420,10,0.6922455375844782,0.7090908993374218,0.44729338721795514,0.692126100063324,0.8320000004768372,0.2849749481678009,4,<function sigmoid at 0x7faf18dfb840>,<class 'keras.optimizers.Adam'>,<function binary_crossentropy at 0x7faf18e49840>,1,20,10,0.0,uniform,0.1,sigmoid,420
421,50,0.6911457126790826,0.7454545389522206,0.5714285265315663,0.6899259567260743,0.84,0.19504759788513185,16,<function relu at 0x7faf18dfb730>,<class 'keras.optimizers.Nadam'>,<function binary_crossentropy at 0x7faf18e49840>,2,20,50,0.0,uniform,0.01,sigmoid,421
422,50,0.6575776446949352,0.709090921011838,0.23636360872875561,0.6129302096366882,0.8400000071525574,0.21333329677581786,32,<function relu at 0x7faf18dfb730>,<class 'keras.optimizers.Adam'>,<function binary_crossentropy at 0x7faf18e49840>,2,10,50,0.2,normal,0.1,sigmoid,422
423,4,0.7071143172004006,0.2909090938893231,0.43722939220341767,0.7143897628784179,0.16800000429153442,0.2734997999668121,8,<function sigmoid at 0x7faf18dfb840>,<class 'keras.optimizers.Adam'>,<function binary_crossentropy at 0x7faf18e49840>,0,10,4,0.1,uniform,0.001,sigmoid,423
424,10,0.6910787549885836,0.7272727218541232,0.27066111835566437,0.6902915143966675,0.8239999985694886,0.2126513147354126,8,<function relu at 0x7faf18dfb730>,<class 'keras.optimizers.Adam'>,<function binary_crossentropy at 0x7faf18e49840>,0,20,10,0.1,normal,0.1,sigmoid,424
425,25,0.6886709711768411,0.709090921011838,0.0,0.6852341651916504,0.783999993801117,0.32419045686721804,8,<function sigmoid at 0x7faf18dfb840>,<class 'keras.optimizers.Adam'>,<function binary_crossentropy at 0x7faf18e49840>,1,10,25,0.1,normal,0.01,sigmoid,425
426,10,0.6932421543381431,0.4000000059604645,0.2290436408736489,0.6928417754173278,0.6000000154972076,0.30436086416244507,32,<function relu at 0x7faf18dfb730>,<class 'keras.optimizers.Nadam'>,<function binary_crossentropy at 0x7faf18e49840>,0,30,10,0.1,uniform,0.001,sigmoid,426
427,4,0.6932334954088385,0.472727277062156,0.09740257805044,0.6932412958145142,0.5440000009536743,0.17619046688079834,4,<function relu at 0x7faf18dfb730>,<class 'keras.optimizers.Adam'>,<function binary_crossentropy at 0x7faf18e49840>,1,10,4,0.1,uniform,0.001,sigmoid,427
428,10,0.6930025924335826,0.6727272868156433,0.35836622660810297,0.6929036808013916,0.6080000162124634,0.2028571128845215,8,<function relu at 0x7faf18dfb730>,<class 'keras.optimizers.Nadam'>,<function binary_crossentropy at 0x7faf18e49840>,0,30,10,0.1,uniform,0.01,sigmoid,428
429,4,0.6906940882856195,0.709090921011838,0.16450214927846735,0.6887551498413086,0.8319999945163726,0.20952378511428832,16,<function relu at 0x7faf18dfb730>,<class 'keras.optimizers.Nadam'>,<function binary_crossentropy at 0x7faf18e49840>,0,10,4,0.0,normal,0.1,sigmoid,429
430,25,0.6896387934684753,0.7090908993374218,0.3719087405638261,0.6874500775337219,0.8320000123977661,0.26284964323043825,8,<function relu at 0x7faf18dfb730>,<class 'keras.optimizers.Adam'>,<function binary_crossentropy at 0x7faf18e49840>,2,20,25,0.2,uniform,0.1,sigmoid,430
431,25,0.6772211248224432,0.709090921011838,0.04545453461733731,0.6634337401390076,0.8320000028610229,0.11199998617172241,4,<function relu at 0x7faf18dfb730>,<class 'keras.optimizers.Nadam'>,<function binary_crossentropy at 0x7faf18e49840>,2,10,25,0.1,normal,0.1,sigmoid,431
432,50,0.6918153654445302,0.7090908993374218,0.2297979620369998,0.6907922792434692,0.8400000023841858,0.2399999666213989,4,<function relu at 0x7faf18dfb730>,<class 'keras.optimizers.Nadam'>,<function binary_crossentropy at 0x7faf18e49840>,2,20,50,0.0,normal,0.01,sigmoid,432
433,25,0.6910250132734125,0.709090921011838,0.4427390396595001,0.6899122262001037,0.8320000028610229,0.2799067211151123,8,<function sigmoid at 0x7faf18dfb840>,<class 'keras.optimizers.Adam'>,<function binary_crossentropy at 0x7faf18e49840>,1,10,25,0.0,normal,0.01,sigmoid,433
434,4,0.6906358653848822,0.6363636417822405,0.21818180517716843,0.6892226839065552,0.8400000023841858,0.30171425104141236,32,<function relu at 0x7faf18dfb730>,<class 'keras.optimizers.Adam'>,<function binary_crossentropy at 0x7faf18e49840>,0,20,4,0.1,normal,0.1,sigmoid,434
435,10,0.6888597390868447,0.709090921011838,0.24242421171881937,0.6856699180603028,0.8319999980926513,0.08152380228042602,32,<function relu at 0x7faf18dfb730>,<class 'keras.optimizers.Adam'>,<function binary_crossentropy at 0x7faf18e49840>,0,10,10,0.2,uniform,0.1,sigmoid,435
436,50,0.6904444369402799,0.7090908993374218,0.0,0.6887776231765748,0.8320000195503234,0.0,4,<function sigmoid at 0x7faf18dfb840>,<class 'keras.optimizers.Adam'>,<function binary_crossentropy at 0x7faf18e49840>,1,20,50,0.0,uniform,0.001,sigmoid,436
437,10,0.7020583803003485,0.2909090938893231,0.44729338721795514,0.7071718287467956,0.1680000054836273,0.2842898416519165,32,<function sigmoid at 0x7faf18dfb840>,<class 'keras.optimizers.Adam'>,<function binary_crossentropy at 0x7faf18e49840>,2,20,10,0.0,uniform,0.001,sigmoid,437
438,50,0.6122169873931191,0.709090921011838,0.0,0.5379512894153595,0.8320000028610229,0.0,32,<function sigmoid at 0x7faf18dfb840>,<class 'keras.optimizers.Adam'>,<function binary_crossentropy at 0x7faf18e49840>,2,30,50,0.1,uniform,0.1,sigmoid,438
439,25,0.6894695921377703,0.7090909264304421,0.22377621043812146,0.6870856928825378,0.8320000123977661,0.24012770533561706,8,<function relu at 0x7faf18dfb730>,<class 'keras.optimizers.Adam'>,<function binary_crossentropy at 0x7faf18e49840>,2,20,25,0.1,uniform,0.1,sigmoid,439
440,10,0.6935477798635309,0.4545454518361525,0.36047428575429047,0.6933690738677979,0.5040000069141388,0.21814226031303405,8,<function relu at 0x7faf18dfb730>,<class 'keras.optimizers.Adam'>,<function binary_crossentropy at 0x7faf18e49840>,1,30,10,0.1,normal,0.001,sigmoid,440
441,10,0.692945502021096,0.6909090984951366,0.21818180517716843,0.6927246928215027,0.7200000154972076,0.22799996852874757,8,<function relu at 0x7faf18dfb730>,<class 'keras.optimizers.Nadam'>,<function binary_crossentropy at 0x7faf18e49840>,2,30,10,0.0,uniform,0.001,sigmoid,441
442,50,0.6925681341778148,0.7272727218541232,0.3698346696116708,0.692246675491333,0.8320000100135804,0.28475521445274354,4,<function relu at 0x7faf18dfb730>,<class 'keras.optimizers.Adam'>,<function binary_crossentropy at 0x7faf18e49840>,2,30,50,0.0,uniform,0.01,sigmoid,442
443,10,0.6962402679703452,0.2909090938893231,0.44729338721795514,0.6984407615661621,0.4399999976158142,0.2968618583679199,32,<function sigmoid at 0x7faf18dfb840>,<class 'keras.optimizers.Nadam'>,<function binary_crossentropy at 0x7faf18e49840>,1,20,10,0.1,normal,0.01,sigmoid,443
444,4,0.6940396861596541,0.3818181902170181,0.29841266437010333,0.6937709426879883,0.44000000417232515,0.26674744844436643,32,<function relu at 0x7faf18dfb730>,<class 'keras.optimizers.Adam'>,<function binary_crossentropy at 0x7faf18e49840>,1,10,4,0.1,normal,0.001,sigmoid,444
445,4,0.6923923980106007,0.7090908993374218,0.44729338721795514,0.6927829670906067,0.6319999980926514,0.3134034752845764,8,<function sigmoid at 0x7faf18dfb840>,<class 'keras.optimizers.Adam'>,<function binary_crossentropy at 0x7faf18e49840>,0,20,4,0.1,uniform,0.1,sigmoid,445
446,10,0.6664835214614868,0.7090908993374218,0.0,0.6512623071670532,0.8320000100135804,0.0,32,<function sigmoid at 0x7faf18dfb840>,<class 'keras.optimizers.Adam'>,<function binary_crossentropy at 0x7faf18e49840>,2,20,10,0.0,uniform,0.1,sigmoid,446
447,4,0.6928642879832875,0.7636363723061301,0.3797979571602561,0.6929066967964173,0.752000002861023,0.2377142548561096,4,<function relu at 0x7faf18dfb730>,<class 'keras.optimizers.Nadam'>,<function binary_crossentropy at 0x7faf18e49840>,1,20,4,0.1,uniform,0.01,sigmoid,447
448,50,0.6657310344956138,0.709090921011838,0.060606051575053825,0.6357292890548706,0.8320000028610229,0.20304760217666626,16,<function relu at 0x7faf18dfb730>,<class 'keras.optimizers.Adam'>,<function binary_crossentropy at 0x7faf18e49840>,0,10,50,0.0,uniform,0.1,sigmoid,448
449,4,0.6919623830101707,0.709090921011838,0.43722939220341767,0.6907158088684082,0.7280000042915344,0.2927214705944061,4,<function sigmoid at 0x7faf18dfb840>,<class 'keras.optimizers.Adam'>,<function binary_crossentropy at 0x7faf18e49840>,1,10,4,0.1,uniform,0.1,sigmoid,449
450,25,0.6833754019303755,0.709090921011838,0.2493314959786155,0.6736994218826294,0.8399999880790711,0.19333331108093263,32,<function relu at 0x7faf18dfb730>,<class 'keras.optimizers.Nadam'>,<function binary_crossentropy at 0x7faf18e49840>,2,30,25,0.1,uniform,0.1,sigmoid,450
451,10,0.6930485151030801,0.6363636417822405,0.3041957670992071,0.6929997563362121,0.6560000085830688,0.1682783591747284,4,<function relu at 0x7faf18dfb730>,<class 'keras.optimizers.Nadam'>,<function binary_crossentropy at 0x7faf18e49840>,2,20,10,0.0,uniform,0.001,sigmoid,451
452,25,0.6710380424152721,0.709090921011838,0.0,0.6577112436294555,0.8399999952316284,0.05333332538604736,4,<function sigmoid at 0x7faf18dfb840>,<class 'keras.optimizers.Adam'>,<function binary_crossentropy at 0x7faf18e49840>,0,10,25,0.1,uniform,0.1,sigmoid,452
453,4,0.6920784711837769,0.6909090930765326,0.4575358033180237,0.6919247770309448,0.7280000019073486,0.23722684264183044,4,<function relu at 0x7faf18dfb730>,<class 'keras.optimizers.Nadam'>,<function binary_crossentropy at 0x7faf18e49840>,0,30,4,0.2,normal,0.1,sigmoid,453
454,10,0.6869997382164001,0.763636361468922,0.28484844077717175,0.683582763671875,0.8320000040531158,0.0990476131439209,4,<function relu at 0x7faf18dfb730>,<class 'keras.optimizers.Nadam'>,<function binary_crossentropy at 0x7faf18e49840>,1,10,10,0.2,normal,0.1,sigmoid,454
455,10,0.7024284276095304,0.2909090938893231,0.43722939220341767,0.7074240779876709,0.20000000417232514,0.27834829211235046,8,<function sigmoid at 0x7faf18dfb840>,<class 'keras.optimizers.Adam'>,<function binary_crossentropy at 0x7faf18e49840>,0,10,10,0.2,uniform,0.01,sigmoid,455
456,25,0.6769316304813732,0.709090921011838,0.0,0.6673082089424134,0.8320000100135804,0.0,4,<function sigmoid at 0x7faf18dfb840>,<class 'keras.optimizers.Nadam'>,<function binary_crossentropy at 0x7faf18e49840>,2,30,25,0.0,normal,0.1,sigmoid,456
457,4,0.70083932984959,0.2909090952439742,0.4500506980852647,0.7030669808387756,0.3920000147819519,0.29756656765937806,32,<function sigmoid at 0x7faf18dfb840>,<class 'keras.optimizers.Adam'>,<function binary_crossentropy at 0x7faf18e49840>,1,30,4,0.2,normal,0.001,sigmoid,457
458,25,0.6860654516653582,0.7454545443708246,0.5108224587007002,0.6810809063911438,0.8400000095367431,0.32294368743896484,32,<function relu at 0x7faf18dfb730>,<class 'keras.optimizers.Adam'>,<function binary_crossentropy at 0x7faf18e49840>,1,20,25,0.2,normal,0.1,sigmoid,458
459,4,0.6927377202294089,0.5272727337750521,0.16783213073557074,0.6919456887245178,0.632000002861023,0.2715151262283325,32,<function relu at 0x7faf18dfb730>,<class 'keras.optimizers.Nadam'>,<function binary_crossentropy at 0x7faf18e49840>,2,20,4,0.1,normal,0.001,sigmoid,459
460,25,0.6806119680404663,0.709090921011838,0.4500506980852647,0.6738198208808899,0.8320000028610229,0.28306432366371154,8,<function sigmoid at 0x7faf18dfb840>,<class 'keras.optimizers.Nadam'>,<function binary_crossentropy at 0x7faf18e49840>,0,30,25,0.0,uniform,0.1,sigmoid,460
461,10,0.6958907354961742,0.2909090938893231,0.44729338721795514,0.6971789407730102,0.39200000286102293,0.2681527078151703,4,<function sigmoid at 0x7faf18dfb840>,<class 'keras.optimizers.Nadam'>,<function binary_crossentropy at 0x7faf18e49840>,2,20,10,0.2,uniform,0.001,sigmoid,461
462,10,0.6924271908673373,0.618181819265539,0.2164501818743619,0.6916943573951722,0.7040000021457672,0.23238091945648193,16,<function relu at 0x7faf18dfb730>,<class 'keras.optimizers.Nadam'>,<function binary_crossentropy at 0x7faf18e49840>,2,20,10,0.0,normal,0.01,sigmoid,462
463,4,0.6802675453099337,0.709090921011838,0.0,0.6728434491157532,0.8320000028610229,0.04799999713897705,4,<function sigmoid at 0x7faf18dfb840>,<class 'keras.optimizers.Adam'>,<function binary_crossentropy at 0x7faf18e49840>,0,30,4,0.2,normal,0.1,sigmoid,463
464,25,0.6717372428287159,0.709090921011838,0.43722939220341767,0.6590637993812561,0.8320000028610229,0.2832260811328888,8,<function sigmoid at 0x7faf18dfb840>,<class 'keras.optimizers.Adam'>,<function binary_crossentropy at 0x7faf18e49840>,1,10,25,0.2,normal,0.1,sigmoid,464
465,10,0.6932348825714805,0.5818181959065524,0.43315502459352667,0.6932342576980591,0.4480000185966492,0.2509490203857422,4,<function relu at 0x7faf18dfb730>,<class 'keras.optimizers.Adam'>,<function binary_crossentropy at 0x7faf18e49840>,1,30,10,0.0,uniform,0.01,sigmoid,465
466,10,0.6788104718381708,0.7090908993374218,0.0,0.6704092979431152,0.8320000123977661,0.0,8,<function sigmoid at 0x7faf18dfb840>,<class 'keras.optimizers.Adam'>,<function binary_crossentropy at 0x7faf18e49840>,0,20,10,0.0,uniform,0.1,sigmoid,466
467,10,0.6891438581726768,0.709090921011838,0.5523809194564819,0.6876927995681763,0.7759999847412109,0.26813545525074006,4,<function sigmoid at 0x7faf18dfb840>,<class 'keras.optimizers.Nadam'>,<function binary_crossentropy at 0x7faf18e49840>,0,30,10,0.2,uniform,0.1,sigmoid,467
468,25,0.6991928003051064,0.2909090938893231,0.44729338721795514,0.7023890686035156,0.16800000488758088,0.2849749481678009,32,<function sigmoid at 0x7faf18dfb840>,<class 'keras.optimizers.Adam'>,<function binary_crossentropy at 0x7faf18e49840>,1,20,25,0.0,uniform,0.001,sigmoid,468
469,4,0.6930329257791693,0.6727272868156433,0.3821845975789157,0.693064250946045,0.6480000078678131,0.16687780857086182,4,<function relu at 0x7faf18dfb730>,<class 'keras.optimizers.Nadam'>,<function binary_crossentropy at 0x7faf18e49840>,2,20,4,0.0,uniform,0.01,sigmoid,469
470,50,0.6205411553382874,0.7090908993374218,0.44729338721795514,0.558714120388031,0.8320000195503234,0.3176470220088959,32,<function sigmoid at 0x7faf18dfb840>,<class 'keras.optimizers.Adam'>,<function binary_crossentropy at 0x7faf18e49840>,0,20,50,0.1,uniform,0.1,sigmoid,470
471,10,0.6908087080175226,0.7454545552080328,0.3090908771211451,0.6890862369537354,0.8320000028610229,0.21999996542930603,4,<function relu at 0x7faf18dfb730>,<class 'keras.optimizers.Nadam'>,<function binary_crossentropy at 0x7faf18e49840>,0,30,10,0.0,normal,0.1,sigmoid,471
472,4,0.6925356171347878,0.6545454642989419,0.2809917059811679,0.6928180432319642,0.6320000147819519,0.30660313963890073,8,<function relu at 0x7faf18dfb730>,<class 'keras.optimizers.Adam'>,<function binary_crossentropy at 0x7faf18e49840>,2,10,4,0.1,normal,0.001,sigmoid,472
473,10,0.6345607855103232,0.709090921011838,0.0,0.5926099395751954,0.8479999995231629,0.2746666383743286,32,<function sigmoid at 0x7faf18dfb840>,<class 'keras.optimizers.Nadam'>,<function binary_crossentropy at 0x7faf18e49840>,0,10,10,0.1,normal,0.1,sigmoid,473
474,25,0.7192966450344432,0.2909090952439742,0.4500506980852647,0.729784791469574,0.18400000870227814,0.289232474565506,16,<function sigmoid at 0x7faf18dfb840>,<class 'keras.optimizers.Nadam'>,<function binary_crossentropy at 0x7faf18e49840>,2,30,25,0.1,normal,0.001,sigmoid,474
475,4,0.683125994422219,0.7090908993374218,0.44729338721795514,0.6813367962837219,0.7679999876022339,0.27733330965042113,32,<function sigmoid at 0x7faf18dfb840>,<class 'keras.optimizers.Nadam'>,<function binary_crossentropy at 0x7faf18e49840>,0,20,4,0.1,uniform,0.1,sigmoid,475
476,4,0.7055115916512229,0.2909090938893231,0.44729338721795514,0.7124366331100463,0.16800000488758088,0.2827163326740265,4,<function sigmoid at 0x7faf18dfb840>,<class 'keras.optimizers.Nadam'>,<function binary_crossentropy at 0x7faf18e49840>,1,20,4,0.0,normal,0.01,sigmoid,476
477,50,0.6850253018465909,0.7090908993374218,0.0,0.6789097237586975,0.8320000076293945,0.21333330154418945,4,<function sigmoid at 0x7faf18dfb840>,<class 'keras.optimizers.Nadam'>,<function binary_crossentropy at 0x7faf18e49840>,1,20,50,0.1,normal,0.001,sigmoid,477
478,25,0.7050348249348727,0.2909090938893231,0.44729338721795514,0.7119555044174194,0.21600000202655792,0.29028568863868714,16,<function sigmoid at 0x7faf18dfb840>,<class 'keras.optimizers.Nadam'>,<function binary_crossentropy at 0x7faf18e49840>,1,20,25,0.1,normal,0.01,sigmoid,478
479,4,0.6931249065832659,0.49090909416025336,0.3794466202909296,0.693847119808197,0.35200001001358033,0.18783213973045348,16,<function relu at 0x7faf18dfb730>,<class 'keras.optimizers.Nadam'>,<function binary_crossentropy at 0x7faf18e49840>,0,30,4,0.0,normal,0.001,sigmoid,479
480,4,0.7009704438122836,0.2909090938893231,0.44729338721795514,0.7039546728134155,0.28000000298023225,0.2899138402938843,16,<function sigmoid at 0x7faf18dfb840>,<class 'keras.optimizers.Adam'>,<function binary_crossentropy at 0x7faf18e49840>,0,20,4,0.1,normal,0.01,sigmoid,480
